key,value,definition
cycle_network,US:US,red de bicicletas	=	EE. UU.: EE. UU.
cycle_network,US:USA,red de bicicletas	=	EE. UU.: EE. UU.
cycleway,asl,carril bici	=	asl
cycleway,bike_box,carril bici	=	caja de bicicleta
cycleway,both,carril bici	=	ambas cosas
cycleway,crossing,carril bici	=	cruce
cycleway,lane,carril bici	=	carril
cycleway,no,carril bici	=	no
cycleway,none,carril bici	=	ninguno
cycleway,opposite,carril bici	=	opuesto
cycleway,opposite_lane,carril bici	=	carril_opuesto
cycleway,opposite_share_busway,carril bici	=	vía de autobús compartida opuesta
cycleway,opposite_shared_busway,carril bici	=	vía de autobús compartida opuesta
cycleway,opposite_track,carril bici	=	pista_opuesta
cycleway,proposed,carril bici	=	propuesto
cycleway,right,carril bici	=	derecho
cycleway,segregated,carril bici	=	aislado
cycleway,separate,carril bici	=	separado
cycleway,share_busway,carril bici	=	compartir_busway
cycleway,shared,carril bici	=	compartido
cycleway,shared_busway,carril bici	=	vía de autobús compartida
cycleway,shared_lane,carril bici	=	carril_compartido
cycleway,shared_line,carril bici	=	línea compartida
cycleway,shoulder,carril bici	=	hombro
cycleway,sidepath,carril bici	=	camino lateral
cycleway,sidewalk,carril bici	=	acera
cycleway,track,carril bici	=	pista
cycleway,unmarked_lane,carril bici	=	carril_sin_marcar
cycleway:both,lane,carril bici:ambos	=	carril
cycleway:both,no,carril bici:ambos	=	no
cycleway:both,separate,cycleway:ambos=separado
cycleway:both,shared_lane,carril bici:ambos	=	carril compartido
cycleway:both,shoulder,cycleway:ambos=hombro
cycleway:both,track,cycleway:ambas=pista
cycleway:both:buffer,no,cycleway:ambos:buffer=ningún
cycleway:both:lane,advisory,ciclovía:ambos:carril	=	consultivo
cycleway:both:lane,exclusive,ciclovía:ambos:carril	=	exclusivo
cycleway:both:lane,pictogram,cycleway:ambos:pictograma=de camino
cycleway:foot,designated,carril bici: pie	=	designado
cycleway:foot,no,carril bici: pie	=	no
cycleway:left,lane,ciclovía:izquierda	=	carril
cycleway:left,no,ciclovía:izquierda	=	no
cycleway:left,opposite_lane,ciclovía:izquierda	=	carril opuesto
cycleway:left,opposite_track,ciclovía:izquierda	=	pista opuesta
cycleway:left,separate,ciclovía:izquierda	=	separado
cycleway:left,share_busway,ciclovía:izquierda	=	compartir vía de autobús
cycleway:left,shared_lane,ciclovía:izquierda	=	carril compartido
cycleway:left,track,ciclovía:izquierda	=	pista
cycleway:left:lane,advisory,cycleway:a la izquierda:el camino=aconsejable
cycleway:left:lane,exclusive,cycleway:a la izquierda:el camino=exclusivo
cycleway:left:oneway,-1,cycleway:a la izquierda:oneway=-1
cycleway:left:oneway,no,cycleway:a la izquierda:oneway=ningún
cycleway:right,lane,carril bici: derecha	=	carril
cycleway:right,no,carril bici: derecha	=	no
cycleway:right,opposite_lane,carril bici: derecha	=	carril opuesto
cycleway:right,opposite_track,carril bici: derecha	=	pista opuesta
cycleway:right,separate,carril bici: derecha	=	separado
cycleway:right,share_busway,carril bici: derecha	=	compartir vía de autobús
cycleway:right,shared_lane,carril bici: derecha	=	carril_compartido
cycleway:right,shoulder,cycleway:hombro=derecho
cycleway:right,track,carril bici: derecha	=	pista
cycleway:right:buffer,no,ciclovía:derecha:amortiguador	=	no
cycleway:right:lane,advisory,ciclovía:derecha:carril	=	consultivo
cycleway:right:lane,exclusive,ciclovía:derecha:carril	=	exclusivo
cycleway:right:lane,pictogram,cycleway:derecho:pictograma=de camino
cycleway:right:oneway,no,ciclovía:derecha:sentido único	=	no
cycleway:right:segregated,no,cycleway:derecho:segregated=ningún
cycleway:surface,asphalt,ciclovía:superficie	=	asfalto
cycleway:surface,paving_stones,ciclovía:superficie	=	adoquines
cycleway:surface,sand,ciclovía:superficie	=	arena
damage:assessment,initial,evaluación de daños	=	inicial
damage:Chido:event,TC-2024-000225-COM,daño:Chido:caso=TC-2024-000225-COM
damage:event,2016KageraEarthquake,daño:evento	=	*
damage:event,nepal_earthquake_2015,daño:evento	=	nepal_terremoto_2015
damage:event,war,daño:evento	=	guerra
damage:organization,ramani_huria,daños: organización	=	ramani_huria
damage:type,earthquake,tipo de daño	=	terremoto
damage:type,explosion,tipo de daño	=	explosión
damage:type,fire,daño:denominación=de
damage:type,war,tipo de daño	=	guerra
dataset,buildings,conjunto de datos	=	edificios
dcgis:captureyear,19990331,dcgis: año de captura	=	*
dcgis:dataset,buildings,dcgis: conjunto de datos	=	edificios
dcgis:featurecode,2000,dcgis: código de característica	=	*
defensive,bergfried,defensivo	=	bergfried
defensive,donjon,defensivo	=	torre principal
defensive,keep,defensivo	=	mantener
defensive_works,bastion,obras defensivas	=	bastión
defensive_works,battery,obras defensivas	=	batería
delivery,no,entrega	=	no
delivery,shipment,entrega	=	envío
denomination,anglican,denominación	=	anglicano
denomination,baptist,fuego del tipo=baptist
denomination,catholic,denominación=catholic
denomination,conservative,denominación	=	conservador
denomination,evangelical,denominación	=	evangélico
denomination,evangelical_lutheran,denominación	=	luterano evangélico
denomination,greek_orthodox,denominación=greek_orthodox
denomination,iglesia_filipina_independiente,denominación	=	iglesia filipina independiente
denomination,ismaili,denominación	=	ismaili
denomination,jehovahs_witness,denominación=jehovahs_denominación
denomination,jodo_shinshu,denominación	=	jodo shinshu
denomination,jodo_shu,denominación	=	jodo shu
denomination,kabbalah,denominación	=	kábala
denomination,la_luz_del_mundo,denominación	=	la luz del mundo
denomination,lutheran,de testigo=lutheran
denomination,methodist,denominación=methodist
denomination,mormon,denominación	=	mormón
denomination,nichiren,denominación	=	nichiren
denomination,orthodox,denominación=orthodox
denomination,orthodox_presbyterian_church,denominación	=	iglesia presbiteriana ortodoxa
denomination,pentecostal,denominación=pentecostal
denomination,presbyterian,denominación=presbyterian
denomination,protestant,denominación=protestant
denomination,reformed,denominación	=	reformado
denomination,roman_catholic,la denominación=romana_catholic
denomination,russian_orthodox,denominación=russian_orthodox
denomination,scottish_episcopal_church,denominación	=	iglesia episcopal escocesa
denomination,shingon_shu,denominación	=	Shingon shu
denomination,soto,denominación	=	Soto
denomination,sunni,denominación=sunni
denomination,theravada,denominación=theravada
denomination,tiantai,denominación	=	tiantai
denotation,agricultural,denotación	=	agrícola
denotation,avenue,denotación	=	avenida
denotation,cluster,denotación	=	grupo
denotation,landmark,denotación	=	punto de referencia
denotation,natural_monument,denotación	=	monumento natural
denotation,street,descripción=de
denotation,urban,denotación	=	urbano
departures_board,no,salidas a bordo	=	no
departures_board,realtime,salidas a bordo	=	tiempo real
departures_board,timetable,salidas a bordo	=	calendario
depth,0,profundidad	=	*
description,*,descripción	=	*
description,"these 'kanal' are oil palm drainage trenches/etc and does not fit into the tag waterway=canal; inaccessible by boats, hence the tag waterway=ditch is more appropriate","calle de la denotación=estos 'kanal' es trincheras de drenaje de palma de óleo/etc y no cabe a la etiqueta waterway=canal; inaccesible por botes, por ello la etiqueta waterway=la cuneta es diseño más"
design,asymmetric,diseño	=	asimétrico
design,barrel,diseño	=	barril
design,delta,diseño	=	delta
design,donau,diseño	=	donau
design,flag,diseño	=	bandera
design,guyed_h-frame,diseño	=	guyed_h-marco
design,guyed_v-frame,diseño	=	guyed_v-marco
design,h-frame,diseño	=	marco en h
design,monopolar,diseño	=	monopolar
design,one-level,diseño	=	un nivel
design,portal,diseño	=	portal
design,three-level,diseño	=	tres niveles
design,triangle,diseño	=	triángulo
design,two-level,diseño	=	dos niveles
design:ref,F44,apropiado :ref=F44
designated_direction,forward,designó_la dirección=adelante
designation,barangay,designación	=	barangay
designation,byway_open_to_all_traffic,designación	=	camino abierto a todo el tráfico
designation,civil_parish,designacion	=	parroquia civil
designation,common,designación	=	común
designation,core_path,designación	=	ruta principal
designation,public_bridleway,designacion	=	public_bridleway
designation,public_footpath,designacion	=	public_footpath
designation,restricted_byway,designación	=	camino restringido
destroyed:building,house,destruyó:construyendo=aparatos
detail,track,detalle	=	pista
devices,1,de casa=1
diameter,150,diámetro	=	*
diameter,300,diámetro=300
diameter,"4.5""","diámetro=4.5"""
diameter,"6.63""","diámetro=6.63"""
diameter,70 cm,diámetro=70 diámetro
diameter,"8.63""","de cm=8.63"""
diameter_crown,15,corona_de diámetro=15
diameter_crown,*,diámetro_corona	=	*
diet:halal,no,dieta:halal=ninguna
diet:kosher,no,dieta:kosher=ninguna
diet:kosher,only,dieta: kosher	=	solo
diet:vegan,no,dieta:vegano=ninguna
dinner,a_la_carte,cena	=	a la carta
dinner,menu,cena	=	menú
diplomatic,ambassadors_residence,diplomático	=	residencia de embajadores
diplomatic,consulate,diplomático	=	consulado
diplomatic,consulate_general,diplomático	=	consulado general
diplomatic,delegation,diplomático	=	delegación
diplomatic,embassy,diplomático	=	embajada
diplomatic,high_commission,diplomático	=	alta Comisión
diplomatic,honorary_consulate,diplomático	=	consulado honorario
diplomatic,liaison,diplomático	=	enlace
diplomatic,permanent_mission,diplomático	=	misión permanente
direction,0,dirección	=	*
direction,90,dirección	=	*
direction,100,dirección=100
direction,180,dirección	=	*
direction,250,dirección=250
direction,270,dirección	=	*
direction,anticlockwise,dirección	=	sinistrorso
direction,backward,dirección	=	hacia atrás
direction,both,dirección	=	ambas cosas
direction,clockwise,dirección	=	agujas del reloj
direction,down,dirección	=	abajo
direction,E,dirección=E
direction,forward,dirección	=	delantero
direction,S,dirección	=	S
direction,SE,dirección	=	SE
direction,SSE,dirección	=	SSE
direction,SSW,dirección=SSW
direction,SW,dirección	=	SUDOESTE
direction,up,dirección	=	hasta
direction,W,dirección=W
disc_golf,basket,disco de golf	=	cesta
disc_golf,hole,disco de golf	=	agujero
disc_golf,tee,disco de golf	=	tee
dispensing,no,dispensando	=	no
display,analog,monitor	=	cosa análoga
distillery,whisky,destilería	=	whisky
disused:amenity,fountain,en desuso: amenidad/servicio	=	fuente
disused:amenity,restaurant,abandonado:restaurante=de amenidad
disused:highway,path,abandonado:ruta=de carretera
disused:highway,track,abandonada:puerta=de
disused:landuse,landfill,en desuso: uso de la tierra	=	vertedero
disused:landuse,quarry,en desuso: uso de la tierra	=	cantera
disused:railway,halt,en desuso: ferrocarril	=	detener
disused:railway,level_crossing,en desuso: ferrocarril	=	paso a nivel
disused:railway,rail,en desuso: ferrocarril	=	carril
disused:railway,station,en desuso: ferrocarril	=	estación
dock,drydock,muelle	=	dique seco
dock,floating,muelle	=	flotante
dock,tidal,muelle	=	de marea
dog,designated,perro	=	designado
dog,leashed,perro	=	atado
dog,no,perro	=	no
dog,unleashed,perro	=	soltado
dog_washing,*,lavado de perros	=	*
door,hinged,puerta	=	con bisagras
door,no,pista de la carretera=ninguna
door,overhead,puerta	=	gastos generales
door,sliding,puerta	=	corredizo
door:wings,1,puerta:alas=1
drink:beer,*,tomar cerveza	=	*
drink:coffee,*,beber café	=	*
drink:viez,bottled,bebida: viez	=	embotellado
drink:viez,draught,bebida: viez	=	Barril
drink:viez,served,bebida: viez	=	servido
drink:viez,takeaway,bebida: viez	=	quitar
drink:wine,*,beber vino	=	*
drinking_water,boil,agua potable	=	hervir
drinking_water,no,agua potable	=	no
drive_through,no,servicio al carro	=	no
driveway,garage,entrada de coches	=	garaje
driveway,pipestem,entrada de coches	=	vástago de tubería
dual_carriageway,no,autovía	=	no
editor,opengislab 2018,editor=opengislab 2018
editor,opengislab_2018,editor	=	opengislab_2018
editor,"opengislab, caicedonia, edificios","editor=opengislab, caicedonia, edificios"
editor,"opengislab,_caicedonia,_edificios","editor	=	opengislab,_caicedonia,_edificios"
education,centre,educación	=	centro
education,exercise_area,educación	=	área de ejercicio
education,school,educación	=	escuela
ele,0,ele=0
ele:accuracy,1.0,ele: precisión	=	*
electricity,grid,verja=de electricidad
electrified,4th_rail,electrificado	=	4to carril
electrified,contact_line,electrificado	=	línea_de_contacto
electrified,no,electrificado	=	no
electrified,rail,electrificado	=	carril
electronics_repair,phone,reparacion electronica	=	teléfono
elevation,-3,elevación	=	*
embankment,dyke,terraplén	=	dique
embassy,branch_embassy,embajada	=	sucursal de la embajada
embassy,delegation,embajada	=	delegación
embassy,high_commission,embajada	=	alta Comisión
embassy,interests_section,embajada	=	sección de intereses
embassy,mission,embajada	=	misión
embassy,nunciature,embajada	=	nunciatura
embassy,residence,embajada	=	residencia
embedded_rails,tram,embedded_emergencia=de
emergency,access_point,emergencia	=	punto de acceso
emergency,aed,emergencia	=	aed
emergency,ambulance_station,emergencia	=	estación_ambulancia
emergency,assembly_point,emergencia	=	punto de reunión
emergency,coast_guard,emergencia	=	guardacostas
emergency,control_centre,emergencia	=	centro de control
emergency,defibrilator,emergencia	=	desfibrilador
emergency,defibrillator,emergencia	=	desfibrilador
emergency,designated,emergencia	=	designado
emergency,destination,emergencia	=	destino
emergency,disaster_help_point,emergencia	=	punto de ayuda en caso de desastre
emergency,disaster_response,emergencia	=	respuesta al desastre
emergency,drinking_water,emergencia	=	agua potable
emergency,dry_riser,emergencia	=	elevador seco
emergency,dry_riser_inlet,emergencia	=	entrada de tubo vertical seco
emergency,emergency_ward_entrance,emergencia	=	entrada de urgencias
emergency,fire_alarm,emergencia	=	alarma de incendios
emergency,fire_alarm_box,emergencia	=	caja de alarma contra incendios
emergency,fire_detection_system,emergencia	=	sistema de detección de fuego
emergency,fire_equipment,emergencia	=	equipo contra incendios
emergency,fire_extinguisher,emergencia	=	extintor de incendios
emergency,fire_flapper,emergencia	=	aleta de fuego
emergency,fire_hose,emergencia	=	manguera contra incendios
emergency,fire_hydrant,emergencia	=	boca de incendios
emergency,fire_lookout,emergencia	=	puesto de vigilancia de incendios
emergency,fire_point_stand,emergencia	=	soporte de punto de fuego
emergency,fire_sand_bin,emergencia	=	cubo de arena de fuego
emergency,fire_station,emergencia	=	estación de bomberos
emergency,fire_water_pond,emergencia	=	estanque de agua contra incendios
emergency,first_aid,emergencia	=	primeros auxilios
emergency,first_aid_kit,emergencia	=	Kit de primeros auxilios
emergency,key_depot,emergencia	=	depósito de llaves
emergency,ladder_site,emergencia	=	sitio de escalera
emergency,landing_site,emergencia	=	lugar de aterrizaje
emergency,leader_site,emergencia	=	sitio líder
emergency,life_ring,emergencia	=	anillo de vida
emergency,lifeboat_station,emergencia	=	estación de botes salvavidas
emergency,lifeguard,emergencia	=	Salvavidas
emergency,lifeguard_base,emergencia	=	base de salvavidas
emergency,lifeguard_place,emergencia	=	lugar de salvavidas
emergency,lifeguard_platform,emergencia	=	plataforma de salvavidas
emergency,lifeguard_tower,emergencia	=	torre de salvavidas
emergency,marine_refuge,emergencia	=	refugio marino
emergency,marine_rescue,emergencia	=	rescate marino
emergency,mountain_rescue,emergencia	=	rescate de montaña
emergency,no,emergencia	=	no
emergency,phone,emergencia	=	teléfono
emergency,rescue_box,emergencia	=	caja de rescate
emergency,ses_station,emergencia	=	estacion ses
emergency,shower,emergencia	=	ducha
emergency,siamese,emergencia	=	siamés
emergency,siren,emergencia	=	sirena
emergency,slipway,emergencia	=	grada
emergency,sprinkler,emergencia	=	aspersor
emergency,sprinkler_connection,emergencia	=	conexión de rociadores
emergency,standpipe,emergencia	=	tubo vertical
emergency,suction_point,emergencia	=	punto_de_succión
emergency,water_rescue_station,emergencia	=	estación de rescate de agua
emergency,water_tank,emergencia	=	depósito de agua
emergency,wet_riser,emergencia	=	elevador húmedo
emergency_service,technical,servicio de emergencia	=	técnico
emergency_telephone_code,112,código_teléfono_emergencia	=	*
emergency:phone,144,tranvía de los raíles:teléfono=144
emergency:social_facility,shelter,emergencia:instalación social	=	abrigo
emergency:social_facility:for,displaced_people,emergencia:facilidad social:para	=	personas desplazadas
enforcement,maxspeed,aplicación	=	máxima velocidad
entrance,emergency,entrada	=	emergencia
entrance,entrance,entrada	=	entrada
entrance,exit,entrada	=	salida
entrance,fire_exit,entrada	=	salida de incendios
entrance,garage,entrada	=	garaje
entrance,gate,entrada	=	portón
entrance,home,entrada	=	hogar
entrance,main,entrada	=	principal
entrance,main_entrance,entrada	=	entrada principal
